"A_1"	"A_2"	"A_3"	"A_4"	"A_5"	"B_1"	"B_2"	"B_3"	"B_4"	"B_5"
"C7orf68"	33.6311	33.4126	31.9328	34.1904	24.8725	18.9111	20.7125	20.8046	21.5284	17.0155
"C7orf69"	0.0865	0.048377	0.107862	0.0901155	0	0	0	0	0	0
"C7orf70"	9.21031	8.13919	8.60019	8.93743	9.01463	13.9942	14.0228	14.515	13.7576	15.3337
"C7orf71"	0.0656813	0.0591859	0.0881799	0.107951	0.0495798	0	0.0106591	0.0107018	0	0
"C7orf72"	0	0.00969721	0	0	0	0.0081862	0	0.0157965	0.0281958	0.0142973
"C7orf73"	26.5532	22.9141	23.9167	26.5073	24.8076	8.35278	7.8518	8.63382	8.68192	9.03048
"C7orf74"	5.60086	5.07448	5.34656	5.67174	7.29999	1.00759	0.89029	0.984638	0.97577	1.21868
"C8A"	0.632097	0.673867	0.650683	0.567221	0.663228	0	0	0	0	0
"C8B"	0.763071	0.699173	0.56386	0.866303	0.491599	0	0	0	0.00621124	0
"C8G"	0.486479	0.625168	0.678759	0.617252	1.62679	0.198898	0.191862	0.0827614	0.131272	0.199746
"C8orf12"	0.0102803	0.0227406	0	0.0169615	0.0143415	0.143846	0.230458	0.185318	0.18743	0.318685
"C8orf22"	1.07708	0.764748	1.15499	1.05121	0.84027	0.0829475	0.0354278	0.0445086	0.0317765	0.161137
"C8orf31"	0.318703	0.393281	0.251103	0.330117	0.406073	0.516551	0.392731	0.462927	0.469308	0.496588
"C8orf33"	25.0865	25.1694	26.5714	25.9254	24.2799	15.9543	16.2993	16.6426	15.9127	15.294
"C8orf34"	0.0482672	0.0312397	0.0397414	0.0536243	0.0487404	1.55218	1.67773	1.76746	1.65659	1.80017
"C8orf37"	1.70618	1.54516	1.62267	1.69487	1.76837	1.52736	1.5642	1.44469	1.48424	1.55261
"C8orf38"	5.58916	5.4953	5.29259	6.07296	5.74863	3.79589	3.95099	4.41844	4.28532	4.7772
"C8orf39"	1.78422	1.83721	1.02023	1.46812	0.788449	1.07637	1.27521	1.06793	1.24862	0.819094
"C8orf4"	8.74868	7.86953	8.79545	9.30965	8.71659	2.39198	2.58506	2.62509	2.81725	2.52447
"C8orf40"	24.3724	21.9822	24.4339	24.2023	23.1321	15.4403	15.0223	17.1985	16.6583	18.0714
"C8orf42"	1.82511	1.65473	1.86192	1.61493	2.97506	3.55947	3.54229	3.38067	3.13752	5.02948
"C8orf44"	2.15139	1.64715	1.70002	1.95816	1.35339	1.7093	1.76428	1.81329	1.50433	1.27274
"C8orf44-SGK3"	1.08339	0.535456	0.921554	1.30367	0.904754	0.875481	1.03127	0.939979	1.00229	0.940594
"C8orf45"	0.226199	0.175208	0.198932	0.223407	0.173723	0.639087	0.656022	0.705514	0.641014	0.713691
"C8orf46"	0.523116	0.381877	0.37945	0.399008	0.369312	32.4815	31.5986	33.4189	31.9807	33.8297
"C8orf47"	0.0707454	0.104081	0.116269	0.0582355	0.130999	0.402936	0.428851	0.444898	0.4286	0.770431
"C8orf48"	0.679564	0.675269	0.83808	0.895541	0.720464	0.245481	0.144447	0.19859	0.30903	0.304179
"C8orf51"	1.40426	1.62446	1.71355	1.42543	1.78798	0.126387	0.215907	0.200906	0.182472	0.114847
"C8orf55"	6.49437	10.8166	9.94648	8.08416	15.2702	6.31057	6.39219	6.51415	6.29644	7.60585
"C8orf56"	0.096775	0.109405	0.162357	0.0542912	0.046928	2.45719	2.39941	2.36664	2.02962	1.30145
"C8orf58"	7.23811	8.07282	7.75291	7.91323	8.00729	2.65563	2.75436	2.67945	2.72591	2.58371
"C8orf59"	34.882	27.7046	33.8108	36.5498	33.2117	11.1867	11.0929	12.4575	11.5399	12.6972
"C8orf71"	0	0.00702287	0	0	0	0.0237495	0.0170753	0.0171454	0.0136031	0.0103456
"C8orf73"	1.28183	1.81106	1.83234	1.44018	3.54656	0.948943	0.956748	0.901441	0.941173	1.44287
"C8orf74"	0	0	0	0.0102943	0	0	0	0	0	0
"C8orf75"	0.494086	0.535946	0.348288	0.472488	0.368251	0	0	0	0	0
"C8orf76"	11.3916	11.2898	10.8999	12.103	12.3337	5.74208	5.82873	5.44511	5.50653	6.19117
"C8orf77"	0.234766	0.285307	0.3262	0.18376	0.274438	0.294585	0.275509	0.260547	0.298769	0.224321
"C8orf80"	0.135071	0.203133	0.153793	0.141983	0.117185	0	0.0195932	0.0157246	0.00623887	0.00948836
"C8orf82"	3.5536	4.38346	3.92851	3.80311	8.18231	2.91914	3.01829	3.08583	2.83662	4.5649
"C8orf83"	8.86848	7.5955	8.41276	8.61711	8.97245	10.4717	10.5545	11.5396	10.7334	11.9229
"C8orf84"	1.55218	1.38081	1.30972	1.62474	1.52772	0.593294	0.548678	0.636361	0.559295	0.719368
"C8orf85"	0.43022	0.303768	0.209708	0.337199	0.344685	0.275548	0.426345	0.343715	0.337284	0.392965
"C8orf86"	0.015697	0.0115169	0.0257411	0.0300788	0.0361556	0.0487182	0.0419989	0.0281058	0.0390253	0.0593571
"C8ORFK29"	0.306083	0.356167	0.505881	0.350046	0.81992	0.69451	0.892858	0.898512	0.801683	1.67427
"C9"	0.0345618	0.00950079	0.0141585	0.0212702	0.0357631	0.0120636	0	0.00772606	0	0
"C9orf100"	3.40953	3.33608	3.45328	3.2853	3.3779	0.552178	0.536453	0.54384	0.546259	0.426992
"C9orf102"	0.887933	0.854069	0.905951	0.801326	1.04977	0.99835	0.895854	1.07483	0.867595	0.949218
"C9orf103"	2.77775	2.48042	2.11511	2.59483	2.43134	7.52036	7.04439	7.60579	8.10017	7.76336
"C9orf106"	0.0957321	0.319436	0.184806	0.211677	0.179977	0.0298294	0.0143948	0.0434742	0.0344771	0.0786941
"C9orf11"	0.0967496	0.0460213	0.0228287	0.0457534	0.03882	0.0129097	0.0373226	0.112582	0.0148913	0
"C9orf114"	11.2954	15.507	12.728	12.336	14.3132	6.81597	6.90508	6.68988	6.46554	6.9818
"C9orf116"	4.99745	5.03043	6.01011	5.44584	5.86398	3.65165	3.45224	3.43404	3.4352	3.70575
"C9orf117"	0.244895	0.21599	0.298769	0.224455	0.194032	0.410704	0.425148	0.376735	0.485698	0.340982
"C9orf123"	10.4014	10.8103	10.4825	11.0758	11.7508	10.195	10.0594	10.2645	9.36278	11.2933
"C9orf125"	2.66407	3.37007	2.91975	2.85926	3.26922	21.5984	22.9163	21.488	20.8782	20.2669
"C9orf128"	0.0314148	0.0129486	0.0257302	0.0225478	0.0108277	0.0986725	0.0349736	0.108793	0.0626555	0.0571759
"C9orf129"	0.752202	0.838612	0.714725	0.684375	2.23185	3.81751	4.28161	3.44923	4.07261	5.17369
"C9orf131"	0.0434321	0.0954479	0.117427	0.0888521	0.0249352	0.292621	0.173976	0.213419	0.272364	0.114217
"C9orf135"	0.0788578	0.0350777	0.0782783	0.117677	0.0444607	0.0884515	0.156488	0.200493	0.136287	0.155537
"C9orf139"	0.0299412	0.0526076	0.0637109	0.0343557	0.0947788	0.259055	0.261072	0.279726	0.276753	0.299951
"C9orf140"	6.64718	8.18612	8.59289	7.04252	14.93	1.06163	1.14785	1.20471	1.15538	1.97861
"C9orf142"	14.8216	22.8216	21.9122	18.4403	36.6307	13.3901	12.6436	13.9161	13.2916	17.4349
"C9orf146"	0	0	0	0	0	0	0	0	0.108418	0
"C9orf150"	2.34341	2.38659	2.32383	2.27062	2.16539	5.52549	5.50119	5.96538	5.46191	5.82974
"C9orf152"	0.188445	0.265051	0.22981	0.158237	0.2056	0.00407922	0.0195251	0.0274329	0.0279863	0.0283769
"C9orf153"	0	0	0	0.0368494	0	0	0	0	0	0.0740044
"C9orf156"	4.10353	4.34715	4.42165	4.17507	3.99972	3.3852	3.6221	3.14275	3.34715	3.23891
"C9orf16"	10.0084	15.9303	18.0993	13.6732	54.4306	28.9806	23.338	28.7651	28.3782	61.304
"C9orf163"	0.371703	0.438712	0.3566	0.390633	0.550571	0.202539	0.230268	0.210829	0.168893	0.212842
"C9orf167"	2.84454	3.88238	3.83966	3.2418	7.02974	0.184921	0.189281	0.242345	0.214114	0.384428
"C9orf169"	0.48806	0.565305	0.560423	0.827042	1.75624	0.421571	0.356731	0.359403	0.631039	0.743496
"C9orf170"	0.0168393	0.014799	0.0110286	0.0303733	0.0139152	0.0940101	0.110916	0.0781986	0.0930763	0.0707786
"C9orf171"	0.114067	0.110929	0.0771181	0.0993175	0.0836864	0.381306	0.431549	0.427343	0.436941	0.370445
"C9orf172"	0.0355327	0.11283	0.090544	0.0582946	1.09411	1.38889	1.03381	1.21028	1.26412	12.2447
"C9orf173"	0.107758	0.0357727	0.142024	0.0533611	0.356106	0.0402152	0.0193356	0.009719	0.0346926	0
"C9orf174"	0.529033	0.478619	0.566894	0.580401	0.483842	1.16393	1.35766	1.04373	1.16619	0.903925
"C9orf21"	7.04784	6.08854	6.87929	7.27279	6.99292	1.80735	1.65459	2.06965	1.97891	2.191
"C9orf23"	15.3387	18.3217	18.4449	18.3112	17.9863	10.9071	10.5354	11.9553	11.1845	9.88798
"C9orf24"	0.27969	0.11964	0.253263	0.184895	0.230609	7.16443	6.47141	6.4034	7.29995	8.15289
"C9orf25"	8.0833	8.71231	8.03346	8.36909	7.50876	36.9988	38.5466	35.4697	37.4614	33.3595
"C9orf29"	0	0	0	0	0	0	0	0	0.0125398	0
"C9orf3"	2.85212	2.82391	2.87519	3.04652	2.6803	4.58758	4.51627	4.45049	4.47815	4.19573
"C9orf30"	15.7094	15.1804	16.452	16.4352	15.439	4.40555	4.84604	4.86388	4.60996	4.5959
"C9orf30-TMEFF1"	7.61944	6.68278	7.03085	7.64468	5.67052	13.9623	14.3327	15.4592	13.7015	11.4084
"C9orf37"	6.89945	7.68265	7.79255	6.90805	9.14564	5.50161	5.30444	5.45084	5.83504	6.1239
"C9orf4"	0.116697	0.211275	0.227182	0.245123	0.162898	13.8118	13.3609	13.1536	13.4428	10.3726
"C9orf40"	8.29687	7.24249	7.76885	7.87025	10.6844	3.28741	3.02238	3.54462	2.97568	4.4441
"C9orf41"	5.21741	4.36932	4.31376	4.70498	5.62125	2.37901	2.49971	2.54785	2.27567	2.92073
"C9orf43"	0.313216	0.261871	0.285488	0.305013	0.280857	0.124241	0.134582	0.181885	0.142249	0.1317
"C9orf46"	12.4066	10.9699	12.0461	12.484	13.249	3.60203	3.85604	3.73736	3.70303	3.79875
"C9orf47"	0.243293	0.172009	0.244929	0.226113	0.263533	0.156935	0.133118	0.152299	0.134099	0.122737
"C9orf5"	11.0749	9.86044	10.124	10.0337	11.6796	14.4399	14.2922	14.9766	13.8947	16.0685
"C9orf50"	0.0973003	0.0247665	0.0491879	0.0739085	0.0934844	0.216216	0.207433	0.22851	0.175958	0.279821
"C9orf53"	0.07151	0.0534426	0	0.0597188	0.17059	0	0.0216898	0.0218829	0	0.0396096
"C9orf57"	0	0.0180381	0.013433	0	0.0113547	0.00761658	0.0219322	0	0.0174794	0
"C9orf64"	6.48297	6.08583	6.77449	6.81995	7.15571	2.46513	2.45738	2.43255	2.44706	2.64973
"C9orf66"	0.0416579	0.0686983	0.102379	0.109371	0.0919328	0.0232635	0.0371111	0.022345	0.0177302	0.0269663
"C9orf68"	0.100705	0.0804328	0.0749292	0.0750383	0.0672076	0.721142	0.670697	0.783186	0.758733	0.759419
"C9orf69"	6.49454	8.52798	9.19816	7.484	13.8952	7.47409	7.57075	7.71011	8.01933	10.8254
"C9orf7"	2.64611	4.08727	3.80967	3.2357	5.56886	3.82722	3.77609	3.61297	3.65221	4.52359
"C9orf71"	0	0	0	0	0.0140591	0.394955	0.596522	0.381544	0.335093	0.37822
"C9orf72"	4.49635	3.60478	3.71065	3.87116	4.36641	14.248	13.3421	15.121	13.0434	15.3929
"C9orf78"	36.9259	37.62	36.6918	38.9293	37.464	25.4322	25.6616	24.3938	26.6099	27.5672
"C9orf79"	0.00255309	0	0	0	0.00702192	0.00712453	0.00681157	0	0.00813287	0.0123686
"C9orf80"	9.63527	7.90521	9.73918	8.43245	6.58949	9.02935	8.69473	9.13892	9.33646	7.91197
"C9orf82"	8.01561	6.87985	7.33863	8.00965	8.53997	2.89835	3.1646	3.3948	2.88096	3.68311
"C9orf84"	0.0613995	0.0485207	0.068378	0.0502721	0.0506254	0.018293	0.0349245	0.0241207	0.0261007	0.0238182
"C9orf85"	5.95037	5.1305	5.44596	6.0613	5.67624	1.74582	1.65181	1.72807	2.04615	1.75668
"C9orf86"	24.7108	31.9772	29.4916	27.113	47.3584	28.78	28.7165	27.3288	29.9803	44.3294
"C9orf89"	4.56697	7.98676	7.27054	5.37382	11.4487	7.97415	8.56438	8.20136	8.57453	10.9603
"C9orf9"	2.68718	3.21663	2.97307	3.12609	2.81926	7.60019	8.74682	8.1743	8.22168	5.9507
"C9orf91"	6.03847	6.17906	6.065	5.76165	5.43492	10.8288	11.0077	11.0547	10.8843	9.25914
"C9orf93"	0.617752	0.546504	0.601375	0.602234	0.54848	0.766179	0.630551	0.70692	0.658763	0.585122
"C9orf95"	4.73287	4.17305	4.41475	5.27332	5.28254	13.521	13.0601	14.6128	13.5488	15.5731
"C9orf96"	0.129484	0.128581	0.0547486	0.116518	0.0864188	0.295458	0.334895	0.324872	0.253334	0.223069
"CA1"	0.147523	0.149659	0.29139	0.130423	0.203309	0.0589822	0.0378052	0.00950013	0.0446533	0.0515936
"CA10"	0.0354815	0.0433334	0.0129161	0.0194034	0.0415486	37.8828	38.2018	37.1729	38.7806	39.0605
"CA11"	4.6699	5.68279	5.26658	4.96241	5.58525	142.733	148.378	142.225	149.235	136.256
"CA12"	7.18614	7.30108	6.73334	7.04661	7.40713	2.09321	1.97501	2.09907	2.17879	2.15985
"CA13"	0.879637	0.806574	0.8435	0.825304	0.705149	0.782527	0.893298	0.713752	0.764607	0.880512
"CA14"	12.9367	12.2314	11.6704	13.1428	11.2034	4.75327	5.1328	4.70182	4.76869	3.79525
"CA2"	5.42791	4.99333	5.12559	5.3194	5.12378	29.6541	29.3163	28.7923	28.8687	28.0881
"CA3"	0.158004	0.151454	0.236899	0.203398	0.104752	0.659226	0.59535	0.67184	0.748188	0.624819
"CA4"	1.10909	1.32476	1.10375	1.23278	1.19646	15.7687	17.8655	15.9896	16.8445	18.2559
"CA5A"	1.71241	1.66792	1.63576	1.44387	1.28875	0.110227	0.148501	0.138663	0.0761449	0.0386158
"CA5B"	1.7747	1.68088	1.68069	1.95899	1.75495	1.24586	1.16787	1.29095	1.27796	1.11315
"CA5BP1"	4.7803	5.69345	5.32166	4.80256	6.4177	5.13956	4.92676	4.81592	4.51191	4.49801
"CA6"	0	0.0205227	0	0.0076543	0.0258628	0	0.00831852	0	0	0
"CA7"	0.134844	0.193665	0.0774004	0.109841	0.167311	3.88396	4.30138	3.95369	3.84625	3.60241
"CA8"	3.15992	2.94332	2.99719	3.2648	3.21065	15.6737	15.2943	15.527	15.5458	17.286
"CA9"	45.7157	50.8107	48.4924	47.5648	52.5756	2.81244	3.15452	2.66173	2.89935	3.00822
"CAB39"	19.7317	17.7209	18.5928	18.0972	19.2313	32.2141	31.0642	33.8729	31.4203	33.7031
"CAB39L"	2.12527	1.90512	1.88933	1.96755	2.03499	12.9658	12.7599	13.5768	12.6402	13.8938
"CABIN1"	7.91474	9.49772	9.51801	8.15332	11.0877	9.20332	9.08031	8.73437	9.07168	9.94557
"CABLES1"	8.68734	9.17719	8.73701	8.66015	8.1748	8.66271	9.83469	9.79107	9.65711	8.79679
"CABLES2"	5.56077	6.03042	5.54926	5.05008	6.09965	4.53869	4.85377	4.56622	4.2948	4.42929
"CABP1"	0.208369	0.202072	0.171881	0.193833	0.419515	96.3311	95.5158	95.9614	101.27	119.152
"CABP2"	0	0	0	0	0	0	0	0	0	0
"CABP4"	0.289196	0.301964	0.269131	0.336899	0.351092	0.150342	0.151333	0.139161	0.159618	0.155729
"CABP5"	0.00655328	0.00722161	0.0107584	0.00538815	0	0	0.00585292	0.023509	0.00699442	0.010639
"CABP7"	0.142621	0.119392	0.17158	0.134713	0.193604	3.50035	3.65374	3.38723	3.70421	3.23527
"CABS1"	0.0315784	0.0174224	0.0259499	0.0649878	0.0109644	0	0	0	0	0
"CABYR"	1.51211	1.49978	1.60596	1.78591	1.66695	3.61577	3.84025	3.93789	3.58681	3.62972
"CACHD1"	5.25708	5.08711	4.90625	5.0487	5.33169	3.36837	3.51822	3.39893	3.39159	3.50425
"CACNA1A"	0.298716	0.329622	0.294536	0.27199	0.395662	25.598	25.1949	24.0506	23.9218	31.0832
"CACNA1B"	0.111321	0.156376	0.117499	0.101527	0.133029	7.83782	8.05922	7.8179	7.85121	8.13577
"CACNA1C"	0.574981	0.537028	0.494105	0.530257	0.636888	3.19138	3.15205	3.0497	2.98701	3.14781
"CACNA1D"	0.598651	0.548452	0.551872	0.588756	0.587706	2.09453	2.07968	2.05717	1.94779	1.8632
"CACNA1E"	0.0222861	0.0301177	0.0383537	0.037066	0.0264731	4.26706	4.45339	4.43441	4.01665	4.37726
"CACNA1F"	0.0870619	0.089404	0.0848157	0.0727998	0.0814105	0.341077	0.357213	0.326883	0.32032	0.280925
"CACNA1G"	0.0621848	0.0751583	0.0612764	0.0777932	0.102964	7.05635	7.20981	6.93544	7.10927	7.87588
"CACNA1H"	1.13652	1.75293	1.60199	1.21144	3.1795	0.854577	0.832932	0.730638	0.795408	1.30095
"CACNA1I"	0.108001	0.149158	0.136004	0.0947785	0.161754	4.25633	4.50471	4.29013	4.38515	4.43623
"CACNA1S"	0.020044	0.0119924	0.00595935	0.014919	0.0125123	0.0864201	0.0874397	0.0893169	0.0715226	0.0823124
"CACNA2D1"	0.735147	0.76135	0.709261	0.649058	0.917177	7.1229	6.9929	7.09267	6.34676	7.46991
"CACNA2D2"	1.43201	1.57971	1.59466	1.42716	1.54536	7.4931	7.50094	7.33095	7.38919	7.05622
"CACNA2D3"	0.944354	0.796674	0.820511	0.886356	0.758573	8.90673	9.02995	9.19677	8.70041	8.27634
"CACNA2D4"	0.948301	1.14475	1.01907	1.04125	1.06216	0.129641	0.131418	0.099798	0.141205	0.119302
"CACNB1"	1.90449	2.42107	2.16161	1.96578	2.27383	20.2477	21.0346	19.8027	20.3428	18.8009
"CACNB2"	0.865059	0.795177	0.843311	0.728221	0.776274	10.1519	10.1802	9.92786	10.1722	10.0421
"CACNB3"	7.63935	8.68769	8.07428	7.79342	7.77894	26.797	27.9432	26.4435	27.3826	23.8129
"CACNB4"	0.274856	0.174175	0.285706	0.258688	0.239312	16.0015	15.5531	16.2918	15.0842	18.0736
"CACNG1"	0.103737	0.0416874	0.124155	0.0699653	0.0919473	0.193477	0.20277	0.118866	0.141441	0.0614767
"CACNG2"	0	0.00275355	0.00410455	0.00822078	0.0103487	9.36655	9.33409	9.46799	9.62366	10.3014
"CACNG3"	0.0215078	0.00945958	0	0.00705933	0.0118691	18.5096	19.2283	18.5504	18.8469	17.3228
"CACNG4"	6.64232	8.01723	7.74158	6.83393	8.27218	4.01647	4.30085	4.20448	4.25393	4.41409
"CACNG5"	0	0.0474163	0	0.0235692	0.0200057	0.531906	0.589648	0.864193	0.491033	0.303524
"CACNG6"	0.449438	0.406251	0.437385	0.534647	0.674526	0.144782	0.100684	0.132989	0.132596	0.132156
"CACNG7"	1.62169	2.08726	1.94491	1.60686	2.53756	34.7936	34.3287	31.9844	35.3851	39.3695
"CACNG8"	0.373442	0.384253	0.42706	0.388002	0.410924	9.39651	9.4925	9.25868	9.89169	8.51482
"CACYBP"	45.8404	40.8408	43.8169	46.9785	47.3145	32.9219	30.9716	33.4503	33.3283	36.3354
"CAD"	17.5881	21.4311	20.0706	17.7468	21.1317	3.5078	3.71121	3.68381	3.61799	3.46391
"CADM1"	12.5709	12.4118	12.0604	12.1691	13.797	28.8537	28.4412	29.4837	27.4974	32.4716
"CADM2"	0.014088	0.0163688	0.034573	0.017121	0.0272462	27.2639	26.4705	28.5703	25.9182	32.5884
"CADM3"	1.18995	1.40863	1.42584	1.39332	1.30538	135.612	143.406	132.766	137.015	112.619
"CADM4"	6.76379	8.07224	7.99767	7.43126	8.69104	75.2468	79.3229	77.8299	80.9912	76.7368
"CADPS"	0.604645	0.661512	0.616897	0.63914	0.728785	28.3636	28.1877	29.4439	28.5753	28.5542
"CADPS2"	2.48673	2.30298	2.43669	2.36632	2.60666	27.7715	27.6103	27.8289	27.7297	30.4444
"CAGE1"	0.0262819	0.0223448	0.0184482	0.00333505	0.0336369	0	0	0	0	0.00657798
"CAHM"	1.3063	1.30142	0.918531	1.69177	1.62729	2.03446	2.28701	2.47883	2.09013	3.40225
"CALB1"	0.678132	0.684982	0.786352	0.867083	0.80238	38.898	39.1075	41.3337	39.075	44.6182
"CALB2"	0.393714	0.359033	0.370197	0.528807	0.498445	27.5721	27.3938	26.5797	27.2159	25.3254
"CALCA"	0.0634124	0.0555444	0.112016	0.0597089	0.0202762	0.152229	0.205672	0.295365	0.153262	0.116929
"CALCB"	0.0250509	0.0555372	0.0619977	0.0931842	0.0175473	0.257262	0.123846	0.12456	0.242504	0.204977
"CALCOCO1"	11.0585	12.3718	11.7331	11.4894	10.969	41.3243	43.1541	39.8094	39.8324	36.0827
"CALCOCO2"	26.0891	24.1336	24.408	25.6124	23.7494	13.3887	13.0727	13.082	13.7507	12.6199
"CALCR"	0.393901	0.288433	0.330293	0.309775	0.327341	0.0327751	0.0170997	0.0314519	0.047646	0.0414077
"CALCRL"	0.355364	0.320414	0.348047	0.294774	0.497763	2.39152	2.1371	2.47052	2.21994	2.46265
"CALD1"	33.2834	30.6375	31.8805	33.08	36.9807	16.2016	15.7168	15.9759	15.52	18.1843
"CALHM1"	0.0528903	0.0498221	0.0309387	0.037182	0.0416562	0.8508	0.878043	0.978935	1.14507	0.910489
"CALHM2"	3.13766	3.56901	3.45944	2.90461	3.98976	2.1104	2.22627	2.24508	2.22174	2.65338
"CALHM3"	0.0439469	0.0726983	0.0240645	0.0843696	0.0711331	0.00682507	0.0327355	0.039454	0.0626026	0.0238065
"CALM1"	39.3083	34.9861	36.4992	39.3422	39.6606	516.049	509.285	523.359	518.395	548.358
"CALM2"	362.735	320.039	344.369	368.394	346.414	749.446	730.217	776.523	765.663	814.09
"CALM3"	103.534	120.425	116.298	115.699	114.521	581.971	591.008	563.694	588.745	530.624
"CALML3"	0.0382494	0.0211376	0.0157379	0.0473006	0.0532882	0.169436	0.111383	0.0861051	0.102458	0.249385
"CALML4"	4.37528	3.97682	4.04318	4.20296	3.83052	3.03258	2.77808	3.06452	2.78389	3.2146
"CALML5"	0.258801	0.321485	0.503492	0.315368	2.55086	0	0	0	0	0
"CALML6"	0.28993	0.295402	0.286792	0.373561	0.275716	0.292233	0.270762	0.219899	0.274097	0.322234
"CALN1"	0.0694589	0.0619446	0.0404042	0.0741774	0.082271	16.5486	16.5412	16.4993	16.3247	15.779
"CALR"	470.929	477.105	453.631	487.835	457.119	94.2277	99.1036	96.4711	97.6019	92.5872
"CALR3"	0.0194128	0.042918	0.0159769	0.112045	0.0541055	0	0.00869835	0.0087419	0	0
"CALU"	78.46	72.0446	75.2515	77.3435	80.9096	8.49406	8.52789	8.63937	8.24947	8.8827
"CALY"	0.0662642	0.0147012	0	0.043849	0.167325	44.845	48.1404	45.8014	46.1723	75.6349
"CAMK1"	6.48776	7.36017	7.5643	7.04407	6.9641	23.4401	24.4477	22.2564	23.3268	23.5538
"CAMK1D"	2.60152	2.62586	2.9073	2.46001	2.44629	15.3458	15.7413	15.1496	14.9238	13.7266
"CAMK1G"	0.397721	0.390626	0.457912	0.338138	0.470698	16.7186	17.0088	16.1859	15.5485	15.2827
"CAMK2A"	0.109203	0.0987509	0.0760192	0.0513855	0.0830402	158.507	165.397	162.642	162.709	151.263
"CAMK2B"	0.334352	0.3631	0.387177	0.347483	0.351062	81.4234	85.7076	82.5122	84.9819	94.7179
"CAMK2D"	6.02165	5.59959	5.51403	6.06266	6.80723	25.1082	24.086	25.6175	24.2062	27.3106
"CAMK2G"	9.36868	10.1997	9.42246	9.2219	9.51832	55.2067	57.9723	55.7473	55.8233	54.5083
"CAMK2N1"	25.1024	22.721	23.463	23.8154	25.9123	161.262	163.309	167.979	164.194	187.038
"CAMK2N2"	2.27538	2.62433	2.94982	2.62515	3.11661	27.6999	28.4797	28.8306	28.0205	34.5305
"CAMK4"	1.83397	1.76395	1.80107	1.56225	2.14974	17.1398	17.4646	17.6966	16.6056	17.0073
"CAMKK1"	2.70715	3.64796	3.36332	3.26844	3.47068	33.1145	34.6774	33.156	33.789	32.0031
"CAMKK2"	8.58021	8.82891	8.79666	8.59625	9.34571	83.6635	85.6695	85.3172	84.3856	87.6241
"CAMKMT"	3.21592	3.28875	3.33872	3.47365	3.64907	3.46508	3.66189	3.9673	3.22849	4.08189
"CAMKV"	1.62507	1.76922	1.64329	1.46742	1.81932	37.7848	38.8813	37.6902	37.4274	36.6962
"CAMLG"	13.5932	12.6539	12.6014	13.6437	14.0682	18.721	18.1128	19.6372	18.6842	20.9574
"CAMP"	0.130285	0.166049	0.339525	0.154698	0.211005	0.0348304	0.01684	0.0508961	0.0403579	0.0307092
"CAMSAP1"	5.03994	5.4781	5.15326	4.88679	5.81276	10.3276	10.7752	10.3223	10.066	10.6841
"CAMSAP2"	6.2425	5.63986	5.88176	5.97703	7.01766	20.2032	19.8665	21.4396	19.9787	22.4789
"CAMSAP3"	1.33196	1.67259	1.6303	1.4314	3.59812	3.73003	3.93948	3.7265	4.03194	6.69647
"CAMTA1"	31.3411	29.3838	29.9124	33.9458	29.8551	25.7445	26.2625	27.1073	25.541	28.8294
"CAMTA2"	6.3325	8.87903	7.67242	6.54224	8.89272	41.049	43.0838	39.7445	41.3914	40.3396
"CAND1"	25.7515	23.0277	24.4557	24.0725	26.6216	18.8913	18.2107	19.1338	18.5545	20.7271
"CAND2"	1.30396	1.54776	1.55966	1.32921	1.89478	4.24645	4.25335	4.04518	4.28164	4.65161
"CANT1"	14.7656	15.3438	14.7845	14.6516	17.8	4.84109	5.02811	4.80683	4.83104	5.20428
"CANX"	137.47	126.54	130.7	134.065	144.177	72.3711	71.4128	72.8047	71.9909	76.0999
"CAP1"	94.9614	88.4901	89.6662	90.7	89.3678	42.8887	42.0154	42.7546	41.6275	43.2844
"CAP2"	8.08238	7.20519	7.40053	6.99536	7.52706	48.2251	46.5303	48.5361	46.8009	46.928
"CAPG"	17.9367	24.433	22.2367	20.283	21.6467	7.0538	7.51959	6.22929	6.59211	6.57431
"CAPN1"	29.2908	37.8726	36.3146	31.2864	42.6199	23.656	24.458	22.912	22.9379	23.8651
"CAPN10"	2.95598	3.70206	3.47198	2.99882	7.83868	4.32778	4.06245	4.25463	4.71045	7.02589
"CAPN11"	0.140572	0.16861	0.209394	0.16078	0.141034	0.0436131	0.0455423	0.0342778	0.0135992	0.0275779
"CAPN12"	1.89501	2.5842	3.00462	2.26117	3.91439	1.04459	1.03906	0.976252	1.06656	1.51361
"CAPN13"	0.577093	0.438949	0.554595	0.5234	0.508869	0.589659	0.618588	0.519914	0.498737	0.498674
"CAPN14"	0.0806869	0.0721969	0.107612	0.088174	0.1275	0.0556042	0.0691313	0.0293416	0.0666743	0.0482864
"CAPN2"	47.2896	47.1767	47.2421	47.4283	45.4722	24.2077	24.0404	23.859	23.9698	23.0639
"CAPN3"	19.0716	17.7436	18.4247	18.2328	14.9774	44.5061	47.4625	44.1421	45.3015	38.659
"CAPN5"	3.47237	4.41379	4.54284	3.98543	4.68293	5.68016	5.79667	5.53071	5.62978	5.49066
"CAPN6"	1.33799	1.55705	1.35074	1.34227	1.43423	0.0118559	0.00850506	0.00284426	0.00338542	0
"CAPN7"	9.39993	7.973	8.83958	8.68812	9.50445	5.94454	5.5668	6.23726	5.91616	6.36793
