SLC25A26	ENSG00000261657
MSX2P1	ENSG00000229590
RNU6-1211P	ENSG00000238382
CD8BP	ENSG00000254126
MIR548V	ENSG00000265520
MICD	ENSG00000229390
DDX39BP2	ENSG00000234140
COL5A1-AS1	ENSG00000204011
NNT-AS1	ENSG00000248092
MCCD1P2	ENSG00000234970
KCTD9P2	ENSG00000181819
RGS11	ENSG00000076344
FAM9A	ENSG00000183304
LRRC37A12P	ENSG00000229259
NR2E3	ENSG00000031544
RNU7-104P	ENSG00000238542
HCG9	ENSG00000204625
RPS6P2	ENSG00000231541
TMEM140	ENSG00000146859
LINC01140	ENSG00000267272
RNU1-125P	ENSG00000252561
OR56B2P	ENSG00000181017
RNU1-74P	ENSG00000206835
RNF220	ENSG00000187147
BZRAP1-AS1	ENSG00000265148
MAGIX	ENSG00000017621
RNA5SP256	ENSG00000212280
RAB5CP2	ENSG00000251356
CHMP4BP1	ENSG00000258469
RN7SL122P	ENSG00000263529
GOLGA8G	ENSG00000183629
TMEM69	ENSG00000159596
TSNAXIP1	ENSG00000102904
CDY7P	ENSG00000237558
SIX3-AS1	ENSG00000236502
RNU6-756P	ENSG00000206724
DBIP1	ENSG00000218748
RPS7P3	ENSG00000231940
RPS24	ENSG00000138326
RNU6-207P	ENSG00000206864
OR52N3P	ENSG00000236965
RNA5SP103	ENSG00000238379
DDX39BP2	ENSG00000238024
ISCA1P6	ENSG00000227653
OSBPL7	ENSG00000006025
MCCD1P2	ENSG00000224312
POLHP1	ENSG00000232970
PPP5D1	ENSG00000230510
MIR3689C	ENSG00000264744
YAP1P1	ENSG00000220494
RNU4-77P	ENSG00000252501
OAS2	ENSG00000111335
OR52E7P	ENSG00000233563
MIR4427	ENSG00000265744
LINC00993	ENSG00000235687
MIR4700	ENSG00000265455
MIR3689A	ENSG00000265872
TMEM132B	ENSG00000139364
RNF139-AS1	ENSG00000245149
MIR3689D1	ENSG00000265848
IGHV3-49	ENSG00000211965
USP9YP34	ENSG00000233378
RNVU1-3	ENSG00000206694
FBXO5	ENSG00000112029
ZNRD1-AS1	ENSG00000204623
MIR3912	ENSG00000264249
IGHV5-51	ENSG00000211966
RAC1P7	ENSG00000236101
OR5AZ1P	ENSG00000180714
CYP3A52P	ENSG00000260524
VTRNA2-1	ENSG00000270123
MIR3126	ENSG00000266649
MIR503	ENSG00000208005
GAPDHP63	ENSG00000218582
KRT18P58	ENSG00000254831
CENPB	ENSG00000125817
LINC00629	ENSG00000227060
ADAT2	ENSG00000189007
RNA5SP329	ENSG00000202147
RPL29P12	ENSG00000224993
RPL35AP18	ENSG00000220311
OR5BD1P	ENSG00000254749
SRGAP2B	ENSG00000196369
OR56A7P	ENSG00000255481
CXCL17	ENSG00000189377
MIR3689B	ENSG00000264163
RNA5SP52	ENSG00000199318
KLF3P1	ENSG00000253218
TAP2	ENSG00000223481
OR52L2P	ENSG00000262980
NMNAT3	ENSG00000163864
SMAD5-AS1	ENSG00000164621
NAP1L4P2	ENSG00000224816
MIR3689D2	ENSG00000264136
CYCSP26	ENSG00000254601
OR52X1P	ENSG00000234895
RNA5SP96	ENSG00000251850
RNU6-1065P	ENSG00000207242
MIR4671	ENSG00000264377
RPL21P133	ENSG00000236509
RNU6-1216P	ENSG00000199460
RPL15P21	ENSG00000244753
FGA	ENSG00000171560
AK4P5	ENSG00000217377
BID	ENSG00000015475
CDK8	ENSG00000132964
AZGP1P1	ENSG00000214313
MRPL3	ENSG00000114686
C6orf229	ENSG00000260286
MIR29B1	ENSG00000265410
RN7SL601P	ENSG00000243346
IPP	ENSG00000197429
RNA5SP147	ENSG00000252302
LIX1	ENSG00000145721
ZNF780A	ENSG00000197782
MIR3689E	ENSG00000266827
RNU6-381P	ENSG00000212561
RN7SL583P	ENSG00000239504
ARF1P2	ENSG00000213137
FAM9B	ENSG00000177138
MIR3689F	ENSG00000266514
RNF113A	ENSG00000125352
FGF10-AS1	ENSG00000248464
RNU6-899P	ENSG00000200817
MTND5P15	ENSG00000231888
MIR3605	ENSG00000266239
HCG4P3	ENSG00000237884
VN2R9P	ENSG00000236541
EEF1A1P12	ENSG00000214199
RPL17P25	ENSG00000219547
RPS7P12	ENSG00000237432
RN7SKP16	ENSG00000222112
CLIC1P1	ENSG00000231313
KBTBD3	ENSG00000182359
TBL1XR1-AS1	ENSG00000231310
PMCHL2	ENSG00000169040
HLA-J	ENSG00000243336
RPL21P122	ENSG00000241185
LINC01121	ENSG00000205054
RPL39P31	ENSG00000242176
RNU4-44P	ENSG00000199920
RNU6-681P	ENSG00000200882
TRPC7-AS1	ENSG00000248211
LINC00501	ENSG00000203645
RNU6-616P	ENSG00000207081
UBD	ENSG00000206513
TLR12P	ENSG00000234512
ST6GAL2-IT1	ENSG00000238250
RNU6-1222P	ENSG00000207345
NDUFA1	ENSG00000125356
CYP51A1P3	ENSG00000215223
RPL36AP10	ENSG00000237959
ASS1P7	ENSG00000236893
RN7SKP73	ENSG00000223007
DNAJC28	ENSG00000177692
OR9L1P	ENSG00000255131
TRPC7-AS2	ENSG00000250947
HMGB3P31	ENSG00000231929
RNU6-125P	ENSG00000207234
LINC00623	ENSG00000235398
WDR91	ENSG00000105875
HSPD1P14	ENSG00000227000
TCEB1P19	ENSG00000241975
TMEM242	ENSG00000215712
HSPD1P18	ENSG00000248351
RNU6-808P	ENSG00000212535
RN7SL604P	ENSG00000244236
MIR331	ENSG00000199172
SNORA36C	ENSG00000207016
SNRPEP6	ENSG00000217824
PPP1R2P5	ENSG00000229360
PLEKHG1	ENSG00000120278
MIR3685	ENSG00000265917
MIR548AN	ENSG00000263515
EEF1A1P40	ENSG00000231144
HNRNPA1P13	ENSG00000213568
RNU11-2P	ENSG00000252707
UBE2L2	ENSG00000131982
MIR744	ENSG00000266297
NCLP2	ENSG00000234228
PTGES3P1	ENSG00000234518
SMAP2	ENSG00000084070
LINC00184	ENSG00000224939
OR2H2	ENSG00000206512
SSR3	ENSG00000114850
TLX1NB	ENSG00000236311
CDC20	ENSG00000117399
HCG4P3	ENSG00000237669
FSIP2	ENSG00000188738
GTF3C3	ENSG00000119041
RN7SL383P	ENSG00000263556
GLRX5	ENSG00000182512
SERPINA13P	ENSG00000187483
LINC00670	ENSG00000179136
HLA-J	ENSG00000204622
CDKN1A	ENSG00000124762
TCEB1P31	ENSG00000256021
MIR25	ENSG00000207547
SNRPEP5	ENSG00000225642
ID4	ENSG00000172201
SOCS5P2	ENSG00000224682
ETF1P1	ENSG00000232516
MIR93	ENSG00000207757
RNA5SP399	ENSG00000200873
NATP	ENSG00000253937
LINC00087	ENSG00000196972
REN	ENSG00000143839
MIR106B	ENSG00000208036
EFEMP2	ENSG00000172638
ASPHD2	ENSG00000128203
RNA5SP210	ENSG00000212336
TLX1	ENSG00000107807
RNU2-65P	ENSG00000222094
TRIM31-AS1	ENSG00000229223
RPSAP4	ENSG00000239269
SLC3A1	ENSG00000138079
RPL7P60	ENSG00000214142
PAIP1P1	ENSG00000228227
LINC01132	ENSG00000227630
LINC00633	ENSG00000224107
MYCLP1	ENSG00000204053
MTND2P4	ENSG00000230252
RPL15P2	ENSG00000240914
RNY4P16	ENSG00000201638
HMGN1P12	ENSG00000247911
HCG17	ENSG00000244695
FAM65B	ENSG00000111913
DEFB136	ENSG00000205884
RN7SL668P	ENSG00000239690
RNA5SP42	ENSG00000201148
RNA5SP193	ENSG00000222285
PPP1R26-AS1	ENSG00000225361
MIR4658	ENSG00000266154
AKAP14	ENSG00000186471
AASDHPPT	ENSG00000149313
PSMB3P2	ENSG00000235444
TCP11	ENSG00000124678
MIR4803	ENSG00000264099
TCL1B	ENSG00000213231
ETF1P1	ENSG00000232757
RNU6-735P	ENSG00000222544
CDC25B	ENSG00000101224
MIR3173	ENSG00000264607
DEFB135	ENSG00000205883
RNU6-130P	ENSG00000223044
MIR874	ENSG00000216009
RN7SL153P	ENSG00000244748
OR6C64P	ENSG00000234670
MRC2	ENSG00000011028
CAPNS1P1	ENSG00000215874
ZNF143	ENSG00000166478
RNVU1-4	ENSG00000207106
MIR552	ENSG00000207941
DICER1-AS1	ENSG00000235706
DNAJA1P3	ENSG00000215007
RN7SL234P	ENSG00000241391
TRIM26BP	ENSG00000235923
RXFP3	ENSG00000182631
CEACAM1	ENSG00000079385
FABP12P1	ENSG00000216265
LRRC10	ENSG00000198812
PCBP2P3	ENSG00000248826
MIR1258	ENSG00000221240
OR6U2P	ENSG00000272937
TRIM31-AS1	ENSG00000231226
PLAU	ENSG00000122861
LAP3P1	ENSG00000220091
LBX1	ENSG00000138136
RPL35P6	ENSG00000244018
C4A	ENSG00000206340
DEFB134	ENSG00000205882
RNU7-3P	ENSG00000252244
PAIP1P1	ENSG00000233892
KRT18P49	ENSG00000214720
GACAT1	ENSG00000232991
MTND1P2	ENSG00000235646
GBP1P1	ENSG00000225492
HEXA-AS1	ENSG00000260339
CCL26	ENSG00000006606
RN7SL414P	ENSG00000239396
FTH1P20	ENSG00000226564
DMRTC1B	ENSG00000184911
HLA-L	ENSG00000244721
MIR4662A	ENSG00000263735
HCG17	ENSG00000270604
RNA5SP120	ENSG00000222832
STXBP1	ENSG00000136854
NPY6R	ENSG00000226306
CCNC	ENSG00000112237
RASAL2-AS1	ENSG00000224687
RPS18P9	ENSG00000220848
FABP5P14	ENSG00000234588
RNU6-583P	ENSG00000251821
ALG3P1	ENSG00000251568
SNORA14B	ENSG00000207181
TMED10P2	ENSG00000239405
LINC00964	ENSG00000249816
ARID4B-IT1	ENSG00000232686
TRIM26BP	ENSG00000236475
FRMPD3-AS1	ENSG00000227610
MBOAT1	ENSG00000172197
MIR4753	ENSG00000263439
POU5F1P6	ENSG00000242551
SAMD5	ENSG00000203727
TNXB	ENSG00000233323
RPL23AP23	ENSG00000236863
FOSL1P1	ENSG00000248394
CLCN1	ENSG00000188037
HMX3	ENSG00000188620
LINC00083	ENSG00000188585
MIR630	ENSG00000207690
RNA5SP69	ENSG00000201347
CDH12	ENSG00000154162
HSD17B6	ENSG00000025423
MARK2P8	ENSG00000239503
HLA-L	ENSG00000243753
KCNAB3	ENSG00000170049
ZNF705D	ENSG00000215343
MIR4424	ENSG00000266417
EFCAB14P1	ENSG00000228348
RNU1-22P	ENSG00000200204
KLHL7-AS1	ENSG00000230658
TBL1X	ENSG00000101849
FTH1P4	ENSG00000242992
CCT7P1	ENSG00000217733
RN7SL136P	ENSG00000263591
HCG18	ENSG00000234893
PTPN2P1	ENSG00000228196
RN7SL503P	ENSG00000240374
HMX2	ENSG00000188816
TBCE-AS1	ENSG00000243533
ZNF205-AS1	ENSG00000263214
RPL5P4	ENSG00000229994
RN7SL817P	ENSG00000241791
WDR70	ENSG00000082068
RAET1E-AS1	ENSG00000223701
MIR4437	ENSG00000266705
RN7SL485P	ENSG00000243790
RPS21P1	ENSG00000229795
RN7SL698P	ENSG00000244232
AK3P3	ENSG00000230042
RGPD4-AS1	ENSG00000230651
CCL24	ENSG00000106178
RPS15AP16	ENSG00000239483
ZMYM4-AS1	ENSG00000227409
GSTTP1	ENSG00000241850
OR9I3P	ENSG00000272685
ZDHHC14	ENSG00000175048
MTND6P14	ENSG00000235638
RNY5P1	ENSG00000202129
BTRC	ENSG00000166167
MARK2P6	ENSG00000242062
OR9I2P	ENSG00000186508
BEST3	ENSG00000127325
MTND5P19	ENSG00000231199
SMARCE1P2	ENSG00000226309
MOG	ENSG00000137345
EIF4A2P4	ENSG00000224781
RNU7-143P	ENSG00000252590
SETP10	ENSG00000231905
USP17L2	ENSG00000223443
MTND4P10	ENSG00000226663
GUCY1A2	ENSG00000152402
OR5BL1P	ENSG00000272569
RN7SL853P	ENSG00000244666
ANKRD36BP2	ENSG00000230006
MAST2	ENSG00000086015
EIF4A2P3	ENSG00000254589
RN7SL368P	ENSG00000239948
RPS2P32	ENSG00000232818
ZSWIM5P3	ENSG00000248958
BTF3P10	ENSG00000231120
PCBP1-AS1	ENSG00000179818
EIF4A1P11	ENSG00000231564
MIR4673	ENSG00000263403
MTND1P13	ENSG00000232014
SKA1	ENSG00000154839
PTPRD	ENSG00000153707
OR10Q2P	ENSG00000272900
ADPGK-AS1	ENSG00000260898
EIF4EBP1P2	ENSG00000229513
RAET1K	ENSG00000218358
RNU6-787P	ENSG00000206759
OR5BC1P	ENSG00000255218
RNVU1-5	ENSG00000206828
MTND3P8	ENSG00000232714
RN7SL482P	ENSG00000241587
DMRTC1	ENSG00000159123
RNU1-59P	ENSG00000201699
HMGB3P3	ENSG00000250730
NPM1P42	ENSG00000259259
FCF1P1	ENSG00000227436
RPL21P41	ENSG00000214560
KISS1	ENSG00000170498
COX5BP8	ENSG00000223794
OR5B19P	ENSG00000255431
C14orf166B	ENSG00000100565
MIR606	ENSG00000207583
HPS4	ENSG00000100099
OR5B10P	ENSG00000255096
MIR4674	ENSG00000265181
MTRF1L	ENSG00000112031
RNU6-902P	ENSG00000253021
FKBP1AP2	ENSG00000259691
RN7SL281P	ENSG00000239859
RN7SL53P	ENSG00000265842
NDUFB4P1	ENSG00000242510
RN7SL374P	ENSG00000263633
RHBDD2	ENSG00000005486
DDX11L9	ENSG00000248472
HLA-N	ENSG00000236688
MEF2AP1	ENSG00000224620
RAET1M	ENSG00000216444
RPL21P6	ENSG00000239199
HNRNPA1P54	ENSG00000236539
RNU6-309P	ENSG00000201443
OR5B1P	ENSG00000233499
NPM1P43	ENSG00000259440
WBP1	ENSG00000239779
PCMTD1P3	ENSG00000234800
HCG19P	ENSG00000227100
HMGB1P25	ENSG00000230886
BUB3	ENSG00000154473
TMEM187	ENSG00000177854
KTN1-AS1	ENSG00000186615
TCTE1	ENSG00000146221
RNU5F-2P	ENSG00000251875
SASH1	ENSG00000111961
GOLT1A	ENSG00000174567
UBQLN1P1	ENSG00000236122
OR5B15P	ENSG00000273408
PHBP1	ENSG00000213091
EPC1	ENSG00000120616
HCG18	ENSG00000231074
NDUFA3P1	ENSG00000267590
CD19	ENSG00000177455
OR1F2P	ENSG00000203581
RN7SKP272	ENSG00000252797
CTAGE15	ENSG00000176227
RPL30P9	ENSG00000242709
MARK2	ENSG00000072518
GEMIN8P4	ENSG00000228175
WASH6P	ENSG00000182484
GSTTP2	ENSG00000239334
RNU6-892P	ENSG00000222267
RNU4-7P	ENSG00000201628
RNU6-162P	ENSG00000252037
KRT18P64	ENSG00000213211
SSR1P1	ENSG00000220598
LZTS1-AS1	ENSG00000253733
LDHAP2	ENSG00000235674
RNU6-695P	ENSG00000212459
ZNF285B	ENSG00000176761
LINC00086	ENSG00000178947
TIMP4	ENSG00000157150
HLA-DMA	ENSG00000242685
MRPS15P1	ENSG00000259186
MREG	ENSG00000118242
PPP3R1	ENSG00000221823
GTF3C2	ENSG00000115207
DUTP5	ENSG00000216439
MICC	ENSG00000237034
RNA5SP515	ENSG00000201440
RAB19	ENSG00000146955
TCFL5	ENSG00000101190
LYST-AS1	ENSG00000229463
RN7SL131P	ENSG00000264592
NEK8	ENSG00000160602
UBE2V2P4	ENSG00000231849
FAM86B1	ENSG00000186523
MIR1537	ENSG00000222831
GART	ENSG00000159131
RNU5E-2P	ENSG00000252056
RNU4-27P	ENSG00000222821
RNU6-968P	ENSG00000206803
ZNF620	ENSG00000177842
BCYRN1	ENSG00000236824
FTLP18	ENSG00000230214
RPL30P3	ENSG00000223640
TLK1	ENSG00000198586
RMDN1	ENSG00000176623
RNU6-480P	ENSG00000207060
OTUD7B	ENSG00000163113
RNU1-149P	ENSG00000212172
WASF3	ENSG00000132970
MIR4255	ENSG00000264698
IGHV3-53	ENSG00000211967
RN7SKP119	ENSG00000222685
TCL1A	ENSG00000100721
PDCL3P5	ENSG00000213089
RNU6-636P	ENSG00000207328
RNU6-1296P	ENSG00000206606
TPT1P6	ENSG00000214460
MIR559	ENSG00000207923
CROCCP1	ENSG00000225769
RPS5P7	ENSG00000225381
RN7SL230P	ENSG00000264916
TMPOP1	ENSG00000235223
MIR5003	ENSG00000265160
IGHV1-58	ENSG00000211968
MIR126	ENSG00000199161
RNA5SP43	ENSG00000252368
LOXL1-AS1	ENSG00000261801
RNU6-302P	ENSG00000202119
RPS29P6	ENSG00000230451
C5orf56	ENSG00000197536
TIPARP	ENSG00000163659
UBE2B	ENSG00000119048
RNU2-70P	ENSG00000222650
DDX26B-AS1	ENSG00000225235
PLEKHA6	ENSG00000143850
COPS8P2	ENSG00000214552
FAM179A	ENSG00000189350
ELOVL1	ENSG00000066322
IGHV4-59	ENSG00000224373
RPL7AP4	ENSG00000213641
MIR652	ENSG00000208013
PHKA1P1	ENSG00000232882
LINC01137	ENSG00000233621
SUCLA2P1	ENSG00000223693
PKMP3	ENSG00000220563
CEACAM20	ENSG00000176395
MIR3978	ENSG00000265584
LCORL	ENSG00000178177
PTF1A	ENSG00000168267
RPL5P6	ENSG00000232393
SNHG7	ENSG00000233016
TMEM97P2	ENSG00000253866
FGG	ENSG00000171557
MIR5581	ENSG00000263675
PSMC1P1	ENSG00000241506
ENO1P1	ENSG00000244457
SNORD96B	ENSG00000208883
RANP1	ENSG00000229038
LINC01018	ENSG00000250056
FTH1P1	ENSG00000232273
FEN1P1	ENSG00000215873
AMMECR1-IT1	ENSG00000224142
RNA5SP135	ENSG00000252828
RNU6-300P	ENSG00000238616
LGALS8-AS1	ENSG00000223776
IGHV4-61	ENSG00000211970
POM121L9P	ENSG00000128262
TDGF1P3	ENSG00000225366
RNU6-1247P	ENSG00000252431
RNY4P20	ENSG00000252487
RNU6-356P	ENSG00000206867
RN7SKP268	ENSG00000223039
IGHV3-64	ENSG00000223648
MIR548AO	ENSG00000263372
SNHG5	ENSG00000203875
VDAC1P4	ENSG00000235060
NEU1	ENSG00000234846
HSPA8P15	ENSG00000219395
C10orf115	ENSG00000204566
RNU6-813P	ENSG00000207422
RPL8	ENSG00000161016
OR10AE3P	ENSG00000272837
RPL35P1	ENSG00000237991
IGHV3-66	ENSG00000211972
MAPK4	ENSG00000141639
RPS29P2	ENSG00000239281
MIR3121	ENSG00000265435
ACTN4P2	ENSG00000214141
CNRIP1	ENSG00000119865
HSP90B3P	ENSG00000203914
SYNE1-AS1	ENSG00000234577
RAB6C-AS1	ENSG00000225449
KXD1	ENSG00000105700
SNRNP48	ENSG00000168566
DNM1P33	ENSG00000260096
BCRP1	ENSG00000225098
OVAAL	ENSG00000236719
FCF1P4	ENSG00000226112
IGHV1-69	ENSG00000211973
RNU6-895P	ENSG00000206852
RN7SL429P	ENSG00000244612
RNA5SP223	ENSG00000202044
CTSW	ENSG00000172543
HMGB1P47	ENSG00000249338
RN7SKP195	ENSG00000252396
MIR4428	ENSG00000266262
RN7SL653P	ENSG00000239794
CDHR5	ENSG00000099834
PFN1P2	ENSG00000203843
GLUD1P9	ENSG00000234349
HSPD1P16	ENSG00000218792
C10orf67	ENSG00000179133
RN7SL235P	ENSG00000266532
LPCAT2BP	ENSG00000233228
IGHV2-70	ENSG00000211974
ATP6V1G1P3	ENSG00000224662
GPR12	ENSG00000132975
ZNF621	ENSG00000172888
RN7SL518P	ENSG00000265486
LINC00341	ENSG00000229645
RNU6-673P	ENSG00000201954
PTMAP1	ENSG00000235757
SETSIP	ENSG00000230667
MKRN1	ENSG00000133606
CCL15	ENSG00000267596
TUBB4BP7	ENSG00000217372
KRT18P37	ENSG00000253943
HDAC3	ENSG00000171720
IGHV3-72	ENSG00000225698
CWF19L2	ENSG00000152404
SRGN	ENSG00000122862
USP9YP32	ENSG00000237616
GVINP1	ENSG00000254838
RNU6-496P	ENSG00000251954
RPL7P4	ENSG00000238255
HMGB1P12	ENSG00000223904
ATP5G1P8	ENSG00000224948
MDC1-AS1	ENSG00000227899
GRK5-IT1	ENSG00000228485
RPL12P33	ENSG00000244585
GAPDHP46	ENSG00000224678
RANBP2	ENSG00000153201
RN7SL749P	ENSG00000242853
RNA5SP224	ENSG00000201939
TPT1P7	ENSG00000231328
YBX1P5	ENSG00000251108
MTND6P15	ENSG00000225723
MTND1P35	ENSG00000255055
RNU6-584P	ENSG00000222282
CDY8P	ENSG00000224033
GVINP2	ENSG00000254781
RNU6-510P	ENSG00000212541
HCG20	ENSG00000224133
MIR4681	ENSG00000265719
RNU6-688P	ENSG00000251872
RAD23BP1	ENSG00000236570
RNU2-38P	ENSG00000222788
FAR2	ENSG00000064763
LINC00890	ENSG00000260802
ANKRD52	ENSG00000139645
RNU6-138P	ENSG00000251761
RPL36AP15	ENSG00000235369
MTND5P18	ENSG00000227860
HLA-N	ENSG00000224372
RAD1P1	ENSG00000234569
MIR4791	ENSG00000271898
TMEM37	ENSG00000171227
PRKAR1AP	ENSG00000233401
RN7SKP88	ENSG00000252656
TRIM49D2P	ENSG00000233802
HCG19P	ENSG00000224486
RPL31P41	ENSG00000239261
HNF1A-AS1	ENSG00000241388
HSPA8P18	ENSG00000232953
IRAK1	ENSG00000184216
USP12	ENSG00000152484
UBQLN1P1	ENSG00000236405
SEC22B	ENSG00000223380
MIR302E	ENSG00000221703
YWHAQP9	ENSG00000230019
RNA5SP228	ENSG00000252041
LINC00243	ENSG00000215523
RNA5SP225	ENSG00000222806
GPR143	ENSG00000101850
DAZ4	ENSG00000205916
MIR3659	ENSG00000265596
CCDC28A	ENSG00000024862
TCEB1P12	ENSG00000230412
MICC	ENSG00000226577
RPP21	ENSG00000243009
TXNP1	ENSG00000232823
SIDT1	ENSG00000072858
RNU6-1103P	ENSG00000206877
RNA5SP182	ENSG00000251873
RNU6-725P	ENSG00000252371
HNRNPUL1	ENSG00000105323
RN7SL846P	ENSG00000242818
OFD1P2Y	ENSG00000226611
ACTBP12	ENSG00000233125
KATNBL1P4	ENSG00000249270
SUMO2P14	ENSG00000271096
LINC01139	ENSG00000215808
PHACTR2P1	ENSG00000270300
NUDT4P1	ENSG00000177144
RPS27P22	ENSG00000241451
RNY5P4	ENSG00000222861
RNU6-753P	ENSG00000200796
PABPC1L2B	ENSG00000184388
MIR4682	ENSG00000265370
FAR2P1	ENSG00000180178
EEF1GP8	ENSG00000234125
NACAP2	ENSG00000180230
RN7SL661P	ENSG00000266829
DDR1-AS1	ENSG00000223405
SMAD1	ENSG00000170365
KRT18P32	ENSG00000215149
MIR3136	ENSG00000265355
MIR4640	ENSG00000265336
CEACAM22P	ENSG00000230666
SCTR	ENSG00000080293
ADORA2A-AS1	ENSG00000178803
RBM43P1	ENSG00000239263
PGBD4P4	ENSG00000248877
MIPEPP2	ENSG00000224783
EIF4BP7	ENSG00000225031
GAPDHP56	ENSG00000249018
RNU6-1071P	ENSG00000201789
HCG21	ENSG00000230541
RN7SKP43	ENSG00000251982
C12orf43	ENSG00000157895
RN7SL824P	ENSG00000242764
RNA5SP70	ENSG00000252977
TMPOP1	ENSG00000229068
OR6R2P	ENSG00000273484
NAGLU	ENSG00000108784
UBL7-AS1	ENSG00000247240
PABPC1L2A	ENSG00000186288
MTND4P13	ENSG00000216713
RPS17P11	ENSG00000244621
HMGB3P9	ENSG00000229992
RN7SKP229	ENSG00000222397
VN1R37P	ENSG00000213643
RPL18AP15	ENSG00000236189
RPL7L1P9	ENSG00000231035
CENPH	ENSG00000153044
RN7SL418P	ENSG00000241665
CCDC183-AS1	ENSG00000228544
SUCLA2P1	ENSG00000224936
TMEM132C	ENSG00000181234
TRAPPC2P8	ENSG00000225895
RNU6-224P	ENSG00000206782
MOCS1	ENSG00000124615
HCG22	ENSG00000227974
CHRM3-AS2	ENSG00000233355
VN1R38P	ENSG00000235227
RNU6-896P	ENSG00000199246
RNU4-59P	ENSG00000201317
LINC00967	ENSG00000253138
WDR11-AS1	ENSG00000227165
HMGB3P19	ENSG00000217085
RANP1	ENSG00000236603
TRIM64	ENSG00000204450
RN7SL205P	ENSG00000241392
RNU6-605P	ENSG00000199963
JMJD7	ENSG00000243789
IRAK3	ENSG00000090376
RNA5SP512	ENSG00000201420
CCNJP2	ENSG00000223896
FAM115B	ENSG00000223459
PPARG	ENSG00000132170
USP9YP15	ENSG00000233120
ALG13-AS1	ENSG00000229487
SNORD21	ENSG00000206680
CXCR2P1	ENSG00000229754
NCLP1	ENSG00000213212
MIR877	ENSG00000216101
TRIM60P18	ENSG00000227986
CHRM3-AS1	ENSG00000234601
MIR320A	ENSG00000208037
POLR2LP	ENSG00000237545
RNU6-1148P	ENSG00000222924
CDKN2AIPNL	ENSG00000237190
SNORA66	ENSG00000207523
UQCRHP4	ENSG00000242728
SMIM11P1	ENSG00000198738
RPS4XP8	ENSG00000219146
TRPC5OS	ENSG00000204025
PTMAP1	ENSG00000228415
PPP1R15B	ENSG00000158615
PSORS1C3	ENSG00000224744
HMGB1P9	ENSG00000224159
TMEM161BP1	ENSG00000237970
OR10AB1P	ENSG00000176716
DDX11L16	ENSG00000227159
RNU6ATAC19P	ENSG00000221023
RPL7P4	ENSG00000230449
RNU6-460P	ENSG00000212460
RNU6-608P	ENSG00000206654
RNU6-888P	ENSG00000199880
RNVU1-6	ENSG00000201558
RNU4-72P	ENSG00000222686
MDC1-AS1	ENSG00000224328
RNA5SP44	ENSG00000222378
KRT18P29	ENSG00000213958
DIDO1	ENSG00000101191
ARHGDIG	ENSG00000242173
OR5P4P	ENSG00000227892
RNU6-267P	ENSG00000252523
MIR4513	ENSG00000264386
HCG27	ENSG00000220890
GAREML	ENSG00000157833
VN1R53P	ENSG00000236313
PLEK	ENSG00000115956
RNA5SP113	ENSG00000222418
RPS7P5	ENSG00000217327
BCRP3	ENSG00000215481
RNU6-1324P	ENSG00000206949
RNU6-970P	ENSG00000252121
PEX3	ENSG00000034693
HSPE1P8	ENSG00000217897
RN7SL267P	ENSG00000242121
RN7SL692P	ENSG00000239710
ATP5A1P3	ENSG00000263232
RNU6-336P	ENSG00000201761
PNMAL2	ENSG00000204851
RPL31P15	ENSG00000232430
PTTG3P	ENSG00000213005
RPL7AP28	ENSG00000184139
TRIM51EP	ENSG00000237706
SNORA74B	ENSG00000212402
RNU6-210P	ENSG00000252752
RNU6-1122P	ENSG00000207178
RN7SKP123	ENSG00000222664
APOC1P1	ENSG00000214855
RN7SL353P	ENSG00000263608
OR5P1P	ENSG00000166408
CDC42P5	ENSG00000253439
RPL7P22	ENSG00000226544
RNU4-73P	ENSG00000200034
OXCT2P1	ENSG00000237624
HCG20	ENSG00000228022
RNU6-152P	ENSG00000206764
KRT8P10	ENSG00000231203
RNU6-824P	ENSG00000200594
NFATC2IP	ENSG00000176953
MIR4292	ENSG00000265806
ADH5P3	ENSG00000223694
RN7SL682P	ENSG00000266285
USP8P1	ENSG00000228904
TACC1P1	ENSG00000224920
MIR4479	ENSG00000266507
SNHG6	ENSG00000245910
CCT4	ENSG00000115484
RNU6-385P	ENSG00000207514
ELL2P2	ENSG00000251051
MIR1273C	ENSG00000264814
TMEM176A	ENSG00000002933
MTND1P18	ENSG00000225276
LIN28AP1	ENSG00000213120
LINC00243	ENSG00000214894
TMA16P1	ENSG00000255265
RPL3P2	ENSG00000223927
CACYBPP2	ENSG00000177855
RNU4-12P	ENSG00000202103
ARHGAP42P2	ENSG00000231147
LINC00272	ENSG00000203729
RPL7P27	ENSG00000220069
WASF5P	ENSG00000225954
TRIM53AP	ENSG00000225581
RPL7P19	ENSG00000241458
GLYATL1P2	ENSG00000254717
FIBP	ENSG00000172500
RN7SKP224	ENSG00000201010
MIR26B	ENSG00000199121
RNU4-49P	ENSG00000251889
DPRXP7	ENSG00000271464
ZFP69B	ENSG00000187801
RN7SKP38	ENSG00000222714
TEDDM1P1	ENSG00000233537
RNU6-282P	ENSG00000202227
RNU6-136P	ENSG00000207393
GNRHR2	ENSG00000211451
RN7SKP186	ENSG00000202241
TPT1P11	ENSG00000239995
KCNIP3	ENSG00000115041
MIR548AE1	ENSG00000266808
NDUFA5P9	ENSG00000220831
RNU7-152P	ENSG00000238789
